theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,1641500000000.0,0.99988
1.0,6464.713885,0.39376
2.0,4081.110591,3.9766
3.0,4909.993099,24.214
4.0,4637.21322,72.251
5.0,3929.444102,149.4
6.0,3088.840414,243.39
7.0,2272.997507,331.6
8.0,1567.363102,389.78
9.0,1009.826366,401.91
10.0,604.552875,366.38
11.0,333.828173,295.89
12.0,168.841244,211.7
13.0,78.464314,135.34
14.0,35.185898,81.518
15.0,18.053171,55.037
16.0,13.151648,51.822
17.0,12.517788,62.755
18.0,12.399744,77.992
19.0,11.554245,90.051
20.0,9.948066,95.001
21.0,7.95225,92.115
22.0,5.944467,82.76
23.0,4.173546,69.253
24.0,2.754569,54.06
25.0,1.708135,39.371
26.0,1.001153,26.925
27.0,0.575182,17.941
28.0,0.362264,13.033
29.0,0.292971,12.093
30.0,0.301703,14.219
31.0,0.33244,17.808
32.0,0.345255,20.932
33.0,0.321226,21.953
34.0,0.262613,20.154
35.0,0.186809,16.043
36.0,0.115868,11.097
37.0,0.066009,7.0278
38.0,0.04172,4.9229
39.0,0.036523,4.7627
40.0,0.038865,5.5856
41.0,0.039082,6.1743
42.0,0.033522,5.807
43.0,0.024229,4.5913
44.0,0.015515,3.209
45.0,0.010277,2.3148
46.0,0.008411,2.0592
47.0,0.0078,2.0712
48.0,0.006483,1.8635
49.0,0.004165,1.2936
50.0,0.00206,0.69016
51.0,0.00151,0.54492
52.0,0.002681,1.0398
53.0,0.004378,1.8225
54.0,0.005033,2.2457
55.0,0.003971,1.8959
56.0,0.001919,0.97923
57.0,0.000406,0.22124
58.0,0.000554,0.32167
59.0,0.00223,1.377
60.0,0.004176,2.7414
61.0,0.004983,3.4731
62.0,0.004125,3.0483
63.0,0.002289,1.7916
64.0,0.000804,0.66561
65.0,0.000632,0.55315
66.0,0.001701,1.5723
67.0,0.003041,2.9642
68.0,0.003567,3.663
69.0,0.00289,3.1236
70.0,0.001553,1.7652
71.0,0.000559,0.66774
72.0,0.000588,0.73757
73.0,0.001508,1.9828
74.0,0.002524,3.4768
75.0,0.002815,4.0612
76.0,0.002159,3.2579
77.0,0.001062,1.6755
78.0,0.000345,0.56785
79.0,0.000504,0.86599
80.0,0.001354,2.4278
81.0,0.002199,4.1084
82.0,0.002377,4.6256
83.0,0.001761,3.5662
84.0,0.000828,1.7443
85.0,0.000276,0.60492
86.0,0.000488,1.1092
87.0,0.001255,2.96
88.0,0.001959,4.7905
89.0,0.002052,5.2015
90.0,0.00147,3.8611
91.0,0.000664,1.8037
92.0,0.000237,0.66519
93.0,0.000488,1.4183
94.0,0.001193,3.5845
95.0,0.001791,5.5585
96.0,0.00182,5.8294
97.0,0.001262,4.1707
98.0,0.000547,1.8639
99.0,0.000212,0.7458
100.0,0.000494,1.787
101.0,0.001155,4.2995
102.0,0.001675,6.4172
103.0,0.001654,6.5182
104.0,0.001112,4.5048
105.0,0.000465,1.9352
106.0,0.000202,0.86161
107.0,0.000511,2.2392
108.0,0.001142,5.1385
109.0,0.001605,7.4048
110.0,0.001544,7.3012
111.0,0.001008,4.8846
112.0,0.000408,2.0266
113.0,0.0002,1.0161
114.0,0.000536,2.7833
115.0,0.001152,6.1212
116.0,0.001574,8.5503
117.0,0.001479,8.2094
118.0,0.000941,5.335
119.0,0.000372,2.156
120.0,0.000208,1.2283
121.0,0.000572,3.4496
122.0,0.001187,7.2943
123.0,0.001582,9.9101
124.0,0.001456,9.294
125.0,0.000906,5.8906
126.0,0.000354,2.3433
127.0,0.000226,1.5203
128.0,0.000625,4.2857
129.0,0.001254,8.7427
130.0,0.001637,11.598
131.0,0.001482,10.671
132.0,0.000908,6.6403
133.0,0.000355,2.6393
134.0,0.000255,1.9206
135.0,0.000697,5.3296
136.0,0.001358,10.541
137.0,0.001744,13.725
138.0,0.001562,12.461
139.0,0.00095,7.682
140.0,0.00038,3.1082
141.0,0.0003,2.4874
142.0,0.000797,6.6892
143.0,0.001518,12.892
144.0,0.001931,16.591
145.0,0.001727,15.007
146.0,0.001061,9.3216
147.0,0.000447,3.9645
148.0,0.000375,3.3592
149.0,0.00094,8.5095
150.0,0.001756,16.051
151.0,0.002234,20.614
152.0,0.002025,18.851
153.0,0.00129,12.112
154.0,0.000599,5.6666
155.0,0.000512,4.8823
156.0,0.001159,11.139
157.0,0.002124,20.57
158.0,0.002742,26.737
159.0,0.002585,25.381
160.0,0.001799,17.768
161.0,0.001006,10.003
162.0,0.000868,8.6745
163.0,0.001586,15.937
164.0,0.002746,27.733
165.0,0.003612,36.653
166.0,0.003677,37.476
167.0,0.00306,31.32
168.0,0.00245,25.173
169.0,0.002606,26.873
170.0,0.003777,39.073
171.0,0.005464,56.682
172.0,0.006726,69.961
173.0,0.006847,71.374
174.0,0.005879,61.404
175.0,0.004681,48.972
176.0,0.00437,45.782
177.0,0.005551,58.222
178.0,0.007851,82.407
179.0,0.010091,105.97
179.99,0.011016,115.7
