theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,11674000000000.0,0.99997
1.0,91801.0,0.7863
2.0,3717.62344,0.5094
3.0,1530.369102,1.0613
4.0,1657.090333,3.6307
5.0,1755.18765,9.3846
6.0,1726.47499,19.131
7.0,1610.979589,33.049
8.0,1445.635017,50.556
9.0,1256.556834,70.328
10.0,1061.849081,90.494
11.0,873.95325,108.93
12.0,701.088437,123.62
13.0,548.183447,132.96
14.0,417.574897,136.05
15.0,309.601144,132.73
16.0,223.138197,123.64
17.0,156.083028,110.04
18.0,105.774202,93.558
19.0,69.337937,75.994
20.0,43.952617,59.025
21.0,27.032075,44.034
22.0,16.334816,31.98
23.0,10.011392,23.361
24.0,6.604726,18.228
25.0,5.018455,16.266
26.0,4.466858,16.894
27.0,4.417297,19.376
28.0,4.533075,22.933
29.0,4.621726,26.827
30.0,4.591306,30.429
31.0,4.41549,33.262
32.0,4.1071,35.015
33.0,3.699036,35.549
34.0,3.231313,34.873
35.0,2.742867,33.124
36.0,2.266905,30.531
37.0,1.82874,27.38
38.0,1.445273,23.982
39.0,1.125475,20.639
40.0,0.871433,17.612
41.0,0.679679,15.1
42.0,0.542644,13.219
43.0,0.450137,11.996
44.0,0.390795,11.366
45.0,0.353416,11.195
46.0,0.328088,11.295
47.0,0.307014,11.464
48.0,0.28496,11.519
49.0,0.259285,11.326
50.0,0.229597,10.818
51.0,0.19713,10.001
52.0,0.163993,8.9447
53.0,0.132443,7.7537
54.0,0.104321,6.5454
55.0,0.080739,5.421
56.0,0.062006,4.4488
57.0,0.047782,3.6584
58.0,0.037325,3.0455
59.0,0.029771,2.5854
60.0,0.024344,2.2472
61.0,0.020455,2.0047
62.0,0.017712,1.8408
63.0,0.01585,1.7448
64.0,0.014649,1.7062
65.0,0.013877,1.7082
66.0,0.013279,1.7257
67.0,0.012615,1.729
68.0,0.011715,1.6919
69.0,0.010531,1.6009
70.0,0.009142,1.4614
71.0,0.007725,1.2974
72.0,0.006488,1.1438
73.0,0.00559,1.0335
74.0,0.005084,0.98499
75.0,0.0049,0.99394
76.0,0.00487,1.0334
77.0,0.004793,1.0631
78.0,0.004506,1.0439
79.0,0.003943,0.95342
80.0,0.003155,0.79552
81.0,0.002285,0.60048
82.0,0.001517,0.41507
83.0,0.001004,0.28599
84.0,0.00082,0.24271
85.0,0.000931,0.28639
86.0,0.001218,0.38918
87.0,0.001521,0.5044
88.0,0.001698,0.58412
89.0,0.001676,0.59731
90.0,0.001467,0.54164
91.0,0.001162,0.44424
92.0,0.000887,0.35075
93.0,0.00075,0.30684
94.0,0.000803,0.33926
95.0,0.001017,0.44389
96.0,0.0013,0.58578
97.0,0.001531,0.71161
98.0,0.001607,0.77003
99.0,0.001483,0.73219
100.0,0.001188,0.60436
101.0,0.000816,0.42736
102.0,0.000487,0.26247
103.0,0.000305,0.16891
104.0,0.000318,0.18113
105.0,0.000504,0.2949
106.0,0.000779,0.46784
107.0,0.001029,0.6346
108.0,0.001156,0.73141
109.0,0.001111,0.72076
110.0,0.000912,0.60662
111.0,0.000637,0.43409
112.0,0.000391,0.273
113.0,0.000268,0.19148
114.0,0.000314,0.22922
115.0,0.00051,0.38095
116.0,0.000781,0.59673
117.0,0.001024,0.7997
118.0,0.001147,0.91477
119.0,0.001103,0.89783
120.0,0.000907,0.75389
121.0,0.000634,0.53703
122.0,0.000383,0.33142
123.0,0.00025,0.22007
124.0,0.000282,0.25294
125.0,0.000467,0.42664
126.0,0.000735,0.68396
127.0,0.000986,0.93398
128.0,0.001127,1.0859
129.0,0.001106,1.084
130.0,0.000933,0.93006
131.0,0.000676,0.68506
132.0,0.000435,0.44765
133.0,0.000304,0.3177
134.0,0.000338,0.35802
135.0,0.000529,0.56875
136.0,0.000811,0.8849
137.0,0.001083,1.1986
138.0,0.001246,1.3985
139.0,0.001242,1.4122
140.0,0.001073,1.2354
141.0,0.000803,0.93608
142.0,0.000535,0.63192
143.0,0.000375,0.44769
144.0,0.000388,0.46858
145.0,0.000578,0.70666
146.0,0.000885,1.0937
147.0,0.001205,1.504
148.0,0.001427,1.7994
149.0,0.001477,1.8805
150.0,0.001342,1.7255
151.0,0.00108,1.4008
152.0,0.000794,1.0392
153.0,0.0006,0.79278
154.0,0.000584,0.77686
155.0,0.000765,1.0265
156.0,0.001096,1.4815
157.0,0.001474,2.0069
158.0,0.001781,2.4426
159.0,0.001929,2.6632
160.0,0.001892,2.6278
161.0,0.001717,2.3992
162.0,0.001511,2.1242
163.0,0.001402,1.9817
164.0,0.001489,2.1151
165.0,0.001805,2.576
166.0,0.0023,3.2975
167.0,0.002857,4.1116
168.0,0.003325,4.8042
169.0,0.00358,5.191
170.0,0.003565,5.1858
171.0,0.003317,4.8383
172.0,0.002957,4.3246
173.0,0.002655,3.8919
174.0,0.002571,3.776
175.0,0.002799,4.1178
176.0,0.003332,4.9091
177.0,0.004059,5.9865
178.0,0.004795,7.0778
179.0,0.00534,7.8861
179.99,0.005541,8.1839
