theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,5.7205e+16,1.0
1.0,572840000.0,1.0013
2.0,35758000.0,0.99994
3.0,7011600.0,0.99236
4.0,2188600.0,0.97863
5.0,879560.0,0.95975
6.0,414320.0,0.93695
7.0,217710.0,0.91151
8.0,123950.0,0.88465
9.0,75073.0,0.8575
10.0,47784.0,0.83108
11.0,31697.0,0.80628
12.0,21785.0,0.78392
13.0,15447.0,0.76465
14.0,11266.0,0.74905
15.0,8430.147496,0.73757
16.0,6460.342932,0.73055
17.0,5061.732429,0.72826
18.0,4048.563135,0.73081
19.0,3300.717052,0.73828
20.0,2738.793143,0.75061
21.0,2309.271339,0.76769
22.0,1975.442617,0.78929
23.0,1711.731589,0.81514
24.0,1500.066415,0.84489
25.0,1327.512799,0.87814
26.0,1184.704815,0.9144
27.0,1064.787559,0.95319
28.0,962.69427,0.99395
29.0,874.645494,1.0361
30.0,797.797803,1.0791
31.0,729.994618,1.1223
32.0,669.58759,1.165
33.0,615.30732,1.2068
34.0,566.168943,1.247
35.0,521.402599,1.285
36.0,480.401833,1.3204
37.0,442.685032,1.3526
38.0,407.86641,1.3812
39.0,375.634048,1.4058
40.0,345.73318,1.426
41.0,317.953416,1.4416
42.0,292.118924,1.4523
43.0,268.08086,1.458
44.0,245.711519,1.4585
45.0,224.899793,1.4539
46.0,205.547654,1.4441
47.0,187.567411,1.4293
48.0,170.879581,1.4097
49.0,155.411243,1.3854
50.0,141.094753,1.3567
51.0,127.866757,1.3239
52.0,115.667437,1.2875
53.0,104.439926,1.2478
54.0,94.129879,1.2053
55.0,84.68514,1.1604
56.0,76.05551,1.1136
57.0,68.192571,1.0655
58.0,61.04957,1.0166
59.0,54.581336,0.96733
60.0,48.744235,0.91829
61.0,43.496141,0.86997
62.0,38.796423,0.82286
63.0,34.605946,0.77744
64.0,30.887076,0.73416
65.0,27.603689,0.69344
66.0,24.721183,0.65566
67.0,22.206484,0.62117
68.0,20.028058,0.59028
69.0,18.15591,0.56326
70.0,16.561585,0.54031
71.0,15.218164,0.52162
72.0,14.100252,0.50731
73.0,13.183964,0.49748
74.0,12.446902,0.49214
75.0,11.868134,0.4913
76.0,11.428158,0.4949
77.0,11.108873,0.50286
78.0,10.893536,0.51503
79.0,10.766725,0.53125
80.0,10.714288,0.55133
81.0,10.723297,0.57502
82.0,10.781998,0.60207
83.0,10.87976,0.6322
84.0,11.007014,0.6651
85.0,11.155209,0.70047
86.0,11.316745,0.73796
87.0,11.484924,0.77724
88.0,11.653891,0.81796
89.0,11.81858,0.85978
90.0,11.974658,0.90236
91.0,12.118471,0.94535
92.0,12.24699,0.98842
93.0,12.357762,1.0313
94.0,12.44886,1.0735
95.0,12.518832,1.115
96.0,12.566658,1.1553
97.0,12.591705,1.1942
98.0,12.593684,1.2315
99.0,12.572611,1.267
100.0,12.528772,1.3005
101.0,12.462681,1.3317
102.0,12.375054,1.3606
103.0,12.266776,1.387
104.0,12.138869,1.4109
105.0,11.992472,1.432
106.0,11.828809,1.4505
107.0,11.649176,1.4662
108.0,11.454912,1.4791
109.0,11.247387,1.4893
110.0,11.027984,1.4967
111.0,10.798084,1.5014
112.0,10.559052,1.5035
113.0,10.312229,1.503
114.0,10.058921,1.5
115.0,9.800389,1.4946
116.0,9.537844,1.487
117.0,9.272444,1.4772
118.0,9.005282,1.4653
119.0,8.737389,1.4516
120.0,8.469731,1.436
121.0,8.203204,1.4189
122.0,7.938635,1.4002
123.0,7.676782,1.3802
124.0,7.418337,1.359
125.0,7.16392,1.3367
126.0,6.914089,1.3135
127.0,6.669334,1.2895
128.0,6.430087,1.2648
129.0,6.196718,1.2396
130.0,5.969541,1.214
131.0,5.748817,1.1881
132.0,5.534756,1.162
133.0,5.327521,1.1358
134.0,5.127231,1.1096
135.0,4.933965,1.0835
136.0,4.747765,1.0576
137.0,4.568636,1.032
138.0,4.396556,1.0067
139.0,4.231473,0.98179
140.0,4.073311,0.95734
141.0,3.921972,0.9334
142.0,3.777338,0.91
143.0,3.639277,0.88719
144.0,3.507642,0.865
145.0,3.382272,0.84346
146.0,3.263001,0.82258
147.0,3.149652,0.80239
148.0,3.042045,0.7829
149.0,2.939995,0.76413
150.0,2.843314,0.74606
151.0,2.751816,0.72872
152.0,2.665313,0.7121
153.0,2.58362,0.69619
154.0,2.506554,0.681
155.0,2.433936,0.66652
156.0,2.365592,0.65273
157.0,2.301351,0.63963
158.0,2.241049,0.62721
159.0,2.184529,0.61546
160.0,2.131639,0.60436
161.0,2.082233,0.5939
162.0,2.036176,0.58408
163.0,1.993335,0.57487
164.0,1.953587,0.56627
165.0,1.916817,0.55825
166.0,1.882916,0.55082
167.0,1.851783,0.54396
168.0,1.823325,0.53765
169.0,1.797455,0.53189
170.0,1.774095,0.52666
171.0,1.753172,0.52196
172.0,1.734623,0.51778
173.0,1.718389,0.51411
174.0,1.704421,0.51094
175.0,1.692675,0.50827
176.0,1.683115,0.50609
177.0,1.67571,0.50441
178.0,1.670437,0.5032
179.0,1.66728,0.50248
179.99,1.666229,0.50224
