theta_deg,dsigma_domega_mb_sr,ratio_to_rutherford
0.01,1.4301e+16,1.0
1.0,142540000.0,0.99664
2.0,8738300.0,0.97743
3.0,1668400.0,0.94451
4.0,504600.0,0.90252
5.0,196110.0,0.85596
6.0,89430.0,0.80895
7.0,45693.0,0.76522
8.0,25504.0,0.72808
9.0,15331.0,0.70045
10.0,9843.20282,0.68479
11.0,6713.63354,0.6831
12.0,4841.624205,0.69689
13.0,3672.410759,0.72715
14.0,2911.426385,0.77432
15.0,2395.410857,0.83831
16.0,2030.589883,0.9185
17.0,1761.467315,1.0137
18.0,1554.368672,1.1223
19.0,1388.430795,1.2422
20.0,1250.504421,1.3709
21.0,1132.186566,1.5055
22.0,1028.048613,1.643
23.0,934.55442,1.7802
24.0,849.386514,1.9136
25.0,771.019021,2.0401
26.0,698.442792,2.1563
27.0,630.986129,2.2594
28.0,568.196565,2.3466
29.0,509.762249,2.4155
30.0,455.459376,2.4642
31.0,405.116969,2.4912
32.0,358.593373,2.4957
33.0,315.760716,2.4772
34.0,276.49487,2.4359
35.0,240.669198,2.3726
36.0,208.150965,2.2885
37.0,178.799575,2.1853
38.0,152.466103,2.0653
39.0,128.993696,1.931
40.0,108.218569,1.7854
41.0,89.971371,1.6317
42.0,74.07878,1.4731
43.0,60.365202,1.3132
44.0,48.654486,1.1552
45.0,38.771605,1.0026
46.0,30.544236,0.85838
47.0,23.804228,0.72559
48.0,18.388909,0.6068
49.0,14.142242,0.50427
50.0,10.915802,0.41984
51.0,8.569583,0.35492
52.0,6.972624,0.31046
53.0,6.00348,0.28691
54.0,5.550515,0.28429
55.0,5.512059,0.30212
56.0,5.796419,0.33949
57.0,6.321763,0.39512
58.0,7.015897,0.46731
59.0,7.815942,0.55408
60.0,8.667922,0.65318
61.0,9.526295,0.76214
62.0,10.353417,0.87837
63.0,11.11897,0.99917
64.0,11.799361,1.1218
65.0,12.377101,1.2437
66.0,12.840177,1.3622
67.0,13.181428,1.4749
68.0,13.397933,1.5795
69.0,13.490411,1.6741
70.0,13.462656,1.7568
71.0,13.320992,1.8264
72.0,13.073766,1.8815
73.0,12.730884,1.9215
74.0,12.303375,1.9459
75.0,11.803005,1.9544
76.0,11.24193,1.9474
77.0,10.632392,1.9252
78.0,9.986451,1.8886
79.0,9.315763,1.8386
80.0,8.631395,1.7766
81.0,7.94367,1.7039
82.0,7.262059,1.6221
83.0,6.595087,1.5329
84.0,5.950283,1.4382
85.0,5.334149,1.3398
86.0,4.75215,1.2395
87.0,4.208728,1.1393
88.0,3.707334,1.0408
89.0,3.250468,0.94586
90.0,2.839738,0.85596
91.0,2.475926,0.77258
92.0,2.159057,0.69701
93.0,1.88848,0.63037
94.0,1.662943,0.57362
95.0,1.480679,0.5275
96.0,1.33948,0.49257
97.0,1.236782,0.4692
98.0,1.169735,0.45755
99.0,1.135274,0.45763
100.0,1.13019,0.46925
101.0,1.151184,0.49205
102.0,1.194927,0.52552
103.0,1.258109,0.56903
104.0,1.337479,0.6218
105.0,1.429881,0.68297
106.0,1.532292,0.75157
107.0,1.641838,0.82657
108.0,1.755822,0.90687
109.0,1.871733,0.99134
110.0,1.987261,1.0788
111.0,2.100299,1.1681
112.0,2.208953,1.2581
113.0,2.311534,1.3476
114.0,2.406561,1.4355
115.0,2.492754,1.5207
116.0,2.569029,1.6021
117.0,2.63449,1.6788
118.0,2.688421,1.7498
119.0,2.730278,1.8144
120.0,2.759678,1.8716
121.0,2.776392,1.9209
122.0,2.780335,1.9616
123.0,2.771559,1.9932
124.0,2.750242,2.0153
125.0,2.716683,2.0276
126.0,2.671293,2.0299
127.0,2.614591,2.0221
128.0,2.54719,2.0042
129.0,2.4698,1.9763
130.0,2.383214,1.9387
131.0,2.288304,1.8917
132.0,2.186015,1.8357
133.0,2.077359,1.7715
134.0,1.963404,1.6996
135.0,1.845269,1.6209
136.0,1.724116,1.5363
137.0,1.601139,1.4467
138.0,1.477556,1.3533
139.0,1.354597,1.2572
140.0,1.233495,1.1596
141.0,1.115473,1.0619
142.0,1.001734,0.96531
143.0,0.893446,0.87123
144.0,0.791728,0.78098
145.0,0.697645,0.6959
146.0,0.612184,0.61731
147.0,0.53625,0.54645
148.0,0.470651,0.48451
149.0,0.416087,0.43258
150.0,0.373138,0.39163
151.0,0.342256,0.36254
152.0,0.323759,0.346
153.0,0.317819,0.34256
154.0,0.324462,0.35261
155.0,0.343563,0.37633
156.0,0.374844,0.41372
157.0,0.417877,0.46457
158.0,0.472084,0.5285
159.0,0.536747,0.60488
160.0,0.611008,0.69293
161.0,0.693886,0.79165
162.0,0.784282,0.89989
163.0,0.880995,1.0163
164.0,0.982737,1.1394
165.0,1.088151,1.2676
166.0,1.195821,1.3993
167.0,1.304302,1.5325
168.0,1.412129,1.6656
169.0,1.517843,1.7966
170.0,1.62001,1.9237
171.0,1.717241,2.045
172.0,1.808207,2.159
173.0,1.891666,2.2638
174.0,1.966475,2.358
175.0,2.031606,2.4402
176.0,2.086164,2.5091
177.0,2.129398,2.5639
178.0,2.160713,2.6036
179.0,2.179676,2.6276
179.99,2.186026,2.6357
